Abbott, George Manlove|George Abbott

Raymond, Jack|Raymond Raymond

Raymond, John M.|John Raymond

Raymond, John M.|Raymond Raymond

Read, Benjamin Huger|Benjamin Huger

Read, John Meredith, Jr.|John Read

Read, John Meredith, Jr.|John Read

Reagan, Ronald W.|Ronald Reagan

Redman, Charles Edgar|Charles

Reed, John Hathaway|John Hathaway

Reed, John Hathaway|John Reed Sr.

Reed, William Bradford|William Bradford

Reed, William Bradford|William Bradford

Reed, William Bradford|William Reed

Reed, William Bradford|William Reed

Reid Cabral, Donald|Donald Reid

Reilly, Michael F.|Michael Reilly

Reinhardt, John Edward|Edward John

Remón Cantera, José Antonio|José Antonio Remón Cantera

Rennie, John|John Shaw Rennie

Rennie, John|John St. John

Restrepo, Carlos Lleras|Carlos Lleras Restrepo

Revey, E. Louis|Louis

Reynaud, Paul|Paul Reynaud

Reynolds, Albert|Albert Reynolds

Rhee, Syngman|Syngman Rhee

Rhetts, Charles Edward|Charles

Rhodes, Albert|Elbert Roest

Rhodes, John I. M.|John Rhodes

Rhodes, John Jacob, Jr.|John Jacob Rhodes

Rhodes, John Jacob, Jr.|John Rhodes

Riad, Mahmoud|Mahmoud Riad

Riad, Mohamed|Mohamed Abdi Mohamed

Rice, Charles Allen Thorndike|Charles Allen

Rice, Charles Allen Thorndike|Charles

Rice, John Stanley|John Stanley

Richards, Arthur Lincoln|Arthur Richards

Richards, James P.|James Richards

Richardson, Elliot Lee|Lee Richardson

Richardson, John, Jr.|John Peter Richardson Ii

Richardson, John, Jr.|John S. Richardson

Richardson, John, Jr.|John St. John

Richardson, John, Jr.|Jon Carson

Richardson, Ralph W.|Ralph Richardson

Richmond, William F.|William Richmond

Riddle, John Wallace|John Wallace

Riddle, John Wallace|John Wallace

Rielly, John|John St. John

Ries, Charles P.|Charles

Ríos Morales, Juan Antonio|Juan Antonio Ríos

Riotte, Charles N.|Charles

Risley, John Ewing|John Ewing

Ristić, Marko|Mark Grisanti

Ritchie, Albert Edgar|Albert Ritchie

Ritchie, Charles S.A.|Charles

Rithaudeen, Tengku|Tengku Adnan Tengku Mansor

Rivkin, Charles Hammerman|Charles

Robb, Charles (Chuck)|Charles

Robb, Charles (Chuck)|Chuck Robb

Robbins, B.A., Jr.|C. A. Robins

Robbins, Robert R.|Herbert R. Robinson

Roberts, Frank K.|Frank Roberts

Roberts, Frank N.|Frank Roberts

Roberts, George B., Jr.|George Roberts

Roberts, George B., Jr.|George Roberts

Robertson, David A.|David Robertson

Robins, David Snyder|David Snyder

Robinson, Charles Wesley|Charles Robinson

Robinson, Charles Wesley|Charles Robinson

Robinson, Charles Wesley|Charles

Robinson, James|James Fisher Robinson

Robinson, James|James L. Robinson

Robinson, James|James Robinson

Robinson, James|James Robinson

Robinson, James|James Robinson

Robinson, James|James Robinson Fallis

Robinson, James|James Wallace Robinson

Robinson, James|John James Robinson

Robinson, John B.|John Robinson

Robinson, John B.|John Robinson

Robinson, Mary|Mary Robinson

Rochat, Andre|Andrew Rohan

Rochester, William Beatty|William Beatty

Rochester, William Beatty|William Beatty

Rodriguez, Andres|Andrés Rodríguez

Rodriguez, Rafael Caldera|Rafael Caldera

Rodríguez Lara, Guillermo|Guillermo Rodríguez

Roe, Robert A.|Roberta Mcrae

Rogers, Charles E.|Charles

Rogers, Hezekiah Gold|Hezekiah Rogers

Rogers, James Grafton|James Rogers

Rogers, John F. W.|John Rogers

Rogers, John F. W.|John Rogers

Rogers, Paul Grant|Paul Rogers

Rogers, Stephen H.|Stephen Rogers

Roh Moo Hyun|Roh Moo Hyun

Rojas, Isaac Francisco|Isaac Rojas

Rojas Pinilla, Gustavo|Gustavo Rojas Pinilla

Rolin, Henri|Henry Olin

Rolvaag, Karl Fritjof|Karl Rolvaag

Romualdez, Benjamin|Benjamin Romualdez

Ronard, John|John St. John

Roosevelt, Robert Barnwell|Robert Barnwell

Roosevelt, Robert Barnwell|Robert Roosevelt

Roosevelt, Theodore|Theodore Roosevelt Jr.

Rosales, Manuel Zelaya|Manuel Rosales

Rosapepe, James Carew|James Rosapepe

Rose, Robert|Roberto Romero

Rosen, Martin|Marion Roe

Rosen, Martin|Martin

Ross, Alexander Carnegie|Alexander Ross

Ross, Charles G.|Charles

Rouhani, Fuad|Fuad Rouhani

Rountree, William Manning|William Manning

Rowan, John|John St. John

Rowley, James J.|Rowley James

Rua, Fernando de la|Francisco De La Guerra Y De La Vega

Rubio, Ortiz|Héctor Ortiz Ortiz

Rubio, Ortiz|Pascual Ortiz Rubio

Ruete, Hans Helmuth|Hans

Ruiz Cortines, Adolfo|Adolfo Ruiz Cortines

Rumor, Mariano|Mariano Rumor

Runyon, Charles, III|Charles

Ruppe, Philip Edward|Philip Ruppe

Rusk, David Dean|David Rusk

Russell, Charles Edward|Charles Russell

Russell, Charles Edward|Charles

Russell, Charles Edward|Edward Russell

Russell, Charles Wells|Charles Russell

Russell, Charles Wells|Charles Wells

Russell, Charles Wells|Charles

Russell, Jonathan|Johan Forssell

Russell, Jonathan|Jonathan Russell

Russell, Thomas, Jr.|Thomas Russell

Russell, Thomas, Jr.|Thomas Russell Macnutt

Russell, William Worthington|William Russell

Rutledge, John|John St. John

Ryan, Evan|Kevin Bryan

Ryan, Evan|Van Tran

Ryan, John D.|John Ryan

Ryan, John D.|John Ryan

Ryan, John D.|John Ryan

Ryan, Thomas|Thomas P. Ryan

Ryan, Thomas|Thomas Ryan

Ryan, Thomas|Thomas Ryan

Rymer-Jones, John Murray|John Murray

Rymer-Jones, John Murray|John Murray

Rymer-Jones, John Murray|John Murray

Saab, Hassan|Hasan Saka

Saab, Hassan|Hassan Abdallah Hassan

Sabri, Ali|Mohamed Ali Hasan Ali

Saca, Elias Antonio|Antonio Saca

Sadr, Mohsen|Mohsen Sadr

Saillant, Louis|Louis

Saka, Hasan|Hasan Saka

Salandra, Antonio|Antonio Salandra

Salazar Gatica, Carlos|Carlos Salazar

Salmon, Charles B., Jr.|Charles

Saltonstall, Leverett|Leverett Saltonstall

Saltonstall, Leverett|Leverett Saltonstall I

Saltzburg, John|John St. John

Saltzman, Charles Eckridge|Charles

Samaras, Antonios|Antonio Arias

Samaras, Antonios|Antonio Salandra

Samford, John|John St. John

Sampson, Nicos|Nick Lampson

Sancar, Semih|Semih Sancar

Sanders, William|William Sanders

Sanderson, Fred H.|Forrest H. Anderson

Sanderson, Fred H.|Fred Sanderson

Sands, William Franklin|William Franklin

Sandys, Duncan|Duncan Sandys

Sangheli, Andrei|Andrei Sangheli

Santos, Jose Eduardo dos|Eduardo Santos

Saqisli, Muhammad|Muhammad Muhammad Taib

Saragat, Giuseppe|Giuseppe Saragat

Sarbanes, Paul Spyros|Paul Sarbanes

Sarit Thanarat|Sarit Thanarat

Sarper, Selim R.|Selim Sarper

Sarraj, Abdel Hamid|Abdel Hamid Al Sarraj

Sarraj, Abdel Hamid|Abdelhamid Sharaf

Satterthwaite, Joseph Charles|Charles

Saulnier, Raymond J.|Raymond Raymond

Saunders, Harold Henry (“Hal”)|Henry Saunders

Sauvagnargues, Jean|Jean Sauvagnargues

Savage, John Marbacher|John Savage

Savage, John Marbacher|John Savage

Savage, John Marbacher|John Savage

Sawyer, Charles|Charles H. Sawyer

Sawyer, Charles|Charles

Sawyer, Eugene D.|Eugene Sawyer

Sayre, Robert Marion|Robert Marion

Scanlan, John Douglas|John Douglas

Scelba, Mario|Mario Scelba

Schäffer, Fritz|Fritz Schäffer

Schaller, Charles W.|Charles

Schaufele, William Everett, Jr.|William Everett

Schechter, Arthur Louis|Louis

Scheyven, Louis|Louis

Scheyven, Raymond|Raymond Raymond

Schieffer, John Thomas|John Thomas

Schiller, Karl|Karl Schiller

Schlange-Schoeningen, Hans|Hans

Schlicher, Ronald Lewis|Ronald Lewis

Schmid, Carlo|Carol Schmidt

Schneider, David Taylor|David Taylor

Schneider, George|George J. Schneider

Schneiter, Pierre|Pierre Schneiter

Schoenfeld, Hans Frederick Arthur|Hans

Schotta, Charles|Charles

Schreiber|Martin E. Schreiber

Schreiber|Martin J. Schreiber

Schultze, Charles L.|Charles

Schumacher, Kurt|Kurt Schumacher

Schumann, Maurice|Maurice Schumann

Schurman, Jacob Gould|Jacob Gould

Schuster, Rudolf|Rudolf Schuster

Schwab, Charles M.|Charles

Schwartz, William B., Jr.|Willi Schatz

Schweitzer, Pierre-Paul|Pierre Schneiter

Scotes, Thomas James|James Thomas

Scott, Charles Lewis|Charles Lewis

Scott, Charles Lewis|Charles

Scott, David A.|David Scott

Scott, Harold B.|Harold Scott

Scott, Hugh Doggett, Jr.|Hugh Scott

Scott, Jake|James Escott

Scott, John Vivian|John Scott

Scott, John Vivian|John Scott

Scott, John Vivian|John Scott

Scott, Michael|Michel Bécot

Scott, Robert Heatlie|Robert Scott

Scott, Walter Kenneth|Walter Scott

Scott, William Lloyd|William Lloyd

Scruggs, William Lindsay|William Lindsay

Seaga, Edward|Edward Seaga

Segni, Antonio|Antonio Segni

Seitz, Raymond George Hardenbergh|George Seitz

Seitz, Raymond George Hardenbergh|Raymond Raymond

Selim, Muhammad|Muhammad Muhammad Taib

Semakis, Larry W.|Larry

Semple, James|James Semple

Senanayake, Dudley S.|Dudley Senanayake

Seni Pramoj|Seni Pramoj

Senko, Michael James|Michael James

Settle, Thomas|Thomas Settle

Seward, William Henry|William Henry

Sexton, William T.|William Sexton

Seys, John|John St. John

Sforza, Carlo|Carlo Sforza

Shad, John|John St. John

Shaffer, John H.|John Shaffer

Shafiq, Mohammad Musa|Mohammad Musa Shafiq

Shagari, Shehu|Shehu Shagari

Shah, A.S.B.|Syed Shah Mardan Shah Ii

Shamir, Yitzhak|Yitzhak Shamir

Shang Chen|Stan Cohen

Shannon, James|James C. Shannon

Shannon, James|James Shannon

Shannon, James|James Shannon Dempsey

Shannon, William Vincent|Vincent

Shannon, Wilson|Wilson Shannon

Shapiro, Charles S.|Charles

Sharett, Moshe|Moshe Sharett

Sharon, Ariel (Arik)|Ariel Sharon

Sharp, Mitchell W.|Mitchell Sharp

Sharp, William Graves|William Graves Sharp

Shaw, George Price|George Shaw

Shaw, George Price|George Shaw

Shaw, John Arthur|John Arthur

Shaw, William H.|William Shaw

Shazar, Zalman|Zalman Shazar

Sheaks, Owen James|James Owen

Shearer, Hugh|Hugh Shearer

Shelest, Petro Y.|Petro Shelest

Sher Ali Mohammad|Mohammad Ali

Sherman, John|John St. John

Sherrill, Charles Hitchcock|Charles

Shirley, John William|William Shirley

Shuckburgh, Charles Arthur Evelyn|Charles

Shuff, Charles H.|Charles

Sickles, Daniel Edgar|Daniel Sickles

Siles Zuazo, Hernán|Hernán Siles Zuazo

Sill, John Mahelm Berry|John Berry

Silverman, Julius|Julius Silverman

Silverstein, Martin J.|Martin

Simmons, John|John St. John

Simon, John A.|John Simon

Simon, John A.|John Simon

Simon, John Allsebrook|John Simon

Simon, John Allsebrook|John Simon

Simons, Hans|Hans

Singh, Arjan|Arjan Singh Mastana

Singh, Dinesh|Dinesh Singh

Singh, Kewal|Kewal Singh Dhillon

Singletary, Raymond C.|Raymond Raymond

Siniora, Fouad|Fouad Siniora

Široký, Viliam|Viliam Široký

Skol, Michael Martin|Martin

Slater, Joseph E.|Joseph Slater

Slidell, John|John Slidell

Slidell, John|John St. John

Smith, Benjamin A.|Benjamin Smith

Smith, Charles Emory|Charles

Smith, David C.|David Smith

Smith, David C.|David Smith

Smith, David C.|David Smith

Smith, David Shiverick|David Smith

Smith, David Shiverick|David Smith

Smith, David Shiverick|David Smith

Smith, Earl Edward Tailer|Edward Smith

Smith, Frank E.|Frank Smith

Smith, Frederic H., Jr.|Frederick Smyth

Smith, Frederick Edwin|Frederick Smith

Smith, Gerard Coad|Gerard Smith

Smith, Harold|Harold Smith

Smith, Harold D.|Harold Smith

Smith, Henry T.|Henry Smith

Smith, Ian Douglas|Ian Smith

Smith, James B.|James Smith

Smith, James F.|James Smith

Smith, James Hopkins, Jr.|James Smith

Smith, John Cotton, II|John Smith

Smith, John Cotton, II|John Smith

Smith, John Cotton, II|John Smith

Smith, John Cotton, II|John Smith

Smith, John Cotton, II|John Smith

Smith, John V.|John Smith

Smith, John V.|John Smith

Smith, John V.|John Smith

Smith, John V.|John Smith

Smith, John V.|John Smith

Smith, Joseph|J. Joseph Smith

Smith, Joseph|Joseph F. Smith

Smith, Joseph|Joseph Showalter Smith

Smith, Joseph|William Joseph Smith

Smith, M. Frederick|Frederick Smith

Smith, Michael B.|Michiel Smit

Smith, Nicholas|Nicolai Esmit

Smith, Norman Shaw|Norman Smith

Smith, Owen Lun West|Owen Smith

Smith, Paul Albert|Albert Smith

Smith, Paul Albert|Albert Smith

Smith, Raymond F.|Raymond Raymond

Smith, Richard|Richard Smith

Smith, Richard|Richard Wilson Smith

Smith, Richard W.|Richard Smith

Smith, Robert|Robert Burns Smith

Smith, Robert|Robert Freeman Smith

Smith, Robert|Robert Knowlton Smith

Smith, Robert|Robert Smith

Smith, Robert|Robert Smith

Smith, Robert|Robert Smith Walker

Smith, Robert|Sir Robert Smith

Smith, Robert|Walter Robert Smith

Smith, Robert|William Robert Smith

Smith, Robert G.C.|Robert Smith

Smith, Robert G.C.|Robert Smith

Smith, Robert Powell|Robert Smith

Smith, Robert Powell|Robert Smith

Smith, Robert Solwin|Robert Smith

Smith, Robert Solwin|Robert Smith

Smith, Rufus Burr|Rufus Smith

Smith, Rufus G.|Rufus Smith

Smith, Rufus Z.|Rufus Smith

Smith, Russell Jack|Jack Smith

Smith, Thomas William Macauley|Thomas Smith

Smith, Thomas William Macauley|Thomas Smith

Smith, Thomas William Macauley|William Smith

Smith, Thomas William Macauley|William Smith

Smith, Thomas William Macauley|William Smith

Smith, Thomas William Macauley|William Smith

Smith, William Loughton|William Loughton Smith

Smith, William Loughton|William Smith

Smith, William Loughton|William Smith

Smith, William Loughton|William Smith

Smith, William Loughton|William Smith

Smith, William W.|William Smith

Smith, William W.|William Smith

Smith, William W.|William Smith

Smith, William W.|William Smith

Smith, William Y.|William Smith

Smith, William Y.|William Smith

Smith, William Y.|William Smith

Smith, William Y.|William Smith

Smuts, Jan Christian|Jan Smuts

Snegur, Mircea|Mircea Snegur

Sneider, Richard Lee|Richard Lee

Snodgrass, John Harold|John Harold

Soeharto|Suharto

Soheili, Ali|Ali Soheili

Soheili, Ali|Mohamed Ali Hasan Ali

Somerville, William Clark|William Clark

Somerville, William Clark|William Clark

Somoza Debayle, Anastasio|Anastasio Somoza Debayle

Somoza Debayle, Luis A.|Luis Somoza Debayle

Somsanith|Somsanith Vongkotrattana

Sorensen, Theodore C. (“Ted”)|Ted Sorensen

Sossides, John|John St. John

Souphanouvong|Souphanouvong

South, John Glover|John Glover

Southwell, Charles A.P.|Charles

Souvanna Phouma|Souvanna Phouma

Spahr, Charles|Charles

Sparkman, John J.|John Sparkman

Sparks, Edward John|Edward John

Speidel, Hans|Hanns Seidel

Speidel, Hans|Hans

Spender, Percy C.|Percy Spender

Spierenburg, Dirk Peter|Dirk Spierenburg

Spofford, Charles M.|Charles

Sprague, Charles A.|Charles

Sprague, Richard Louis|Louis

Spruance, Raymond Ames|Raymond Raymond

Spruks, H. Charles|Charles

St. John, Adrian|John St. John

St. Laurent, Louis|Louis St. Laurent

St. Laurent, Louis|Louis

St. Laurent, Louis S.|Louis St. Laurent

St. Laurent, Louis S.|Louis

Stadtler, Walter Edward|Edward Walter

Staggers, Harley|Harley O. Staggers Jr.

Staggers, Harley|Harley Orrin Staggers

Stedman, William Perry, Jr.|William Perry

Steel, David|David Steel

Steelman, Alan W.|Alan Steelman

Steeves, John Milton|John Milton

Steiger, William Albert|William Albert

Steiger, William Raymond|Raymond Raymond

Stelle, Charles C.|Charles

Stephanou, Jean|Len Stephan

Stephens, William|William Stephens Smith

Stevens, George, Jr.|George Stevens

Stevens, John Christopher|John Stevens

Stevens, John Leavitt|John Stevens

Stevens, Siaka|Siaka Stevens

Stevenson, John Reese|John Stevenson

Stevenson, John Reese|John Stevenson

Stevenson, John Reese|John Stevenson

Stevenson, William Edwards|William Stevenson

Stewart, Charles Allen|Charles Allen

Stewart, Charles Allen|Charles Stewart

Stewart, Charles Allen|Charles Stewart

Stewart, Charles Allen|Charles Stewart

Stewart, Charles Allen|Charles

Stewart, Charles Cosmo Bruce|Charles Stewart

Stewart, Charles Cosmo Bruce|Charles Stewart

Stewart, Charles Cosmo Bruce|Charles Stewart

Stewart, Charles Cosmo Bruce|Charles

Stewart, James Bolton|James Stewart

Stewart, James Bolton|James Stewart

Stewart, John Todd|John Stewart

Stewart, Robert Michael Maitland|Robert Stewart

Stikker, Dirk U.|Dirk Stikker

Stiles, William Henry|William Henry

Stimson, Henry Louis|Louis

Stith, Charles Richard|Charles Richard

Stith, Charles Richard|Charles

Stoessel, Walter John, Jr.|John Walter

Stokes, Carl Burton|Carl Stokes

Stone, John N.|John Stone

Stone, Richard B. (Dick)|Richard Stone

Stone, William T.|William Stone

Stookey, Robert Wilson|Robert Wilson

Storer, Bellamy|Bellamy Storer

Storer, Bellamy|Bellamy Storer

Stott, Charles E.|Charles

Stowe, Ronald F.|Donald F. Snow

Straus, Jesse Isidor|Isidor Straus

Stresemann, Gustav|Gustav Stresemann

Strijdom, Johannes Gerhardus|Johannes Gerhardus Strijdom

Stroessner, Alfredo|Alfredo Stroessner

Strong, Robert Campbell|Robert Campbell

Strong, Robert Campbell|Robert Campbell

Stuart, Robert D.|Stuart Robert

Stubbs, Gail L.|Stubbs

Stutesman, James Flynn|James Flynn

Suarez, Hugo Banzer|Hugo Banzer

Suárez, Marco Fidel|Marco Fidel Suárez

Suárez Flamerich, Germán|Germán Suárez Flamerich

Šubašić, Ivan|Ivan Šubašić

Sukarno|Sukarni

Sukarno|Sukarno

Suleiman, Michel|Michael Lehman

Sullivan, Charles A.|Charles

Sullivan, James Mark|James Sullivan

Sullivan, John L.|John Sullivan

Sullivan, John L.|John Sullivan

Sullivan, John L.|John Sullivan

Sullivan, Michael|Michael J. Sullivan

Sullivan, Peter John|John Sullivan

Sullivan, Peter John|John Sullivan

Sullivan, Peter John|John Sullivan

Sully, Francois|Francis Hull

Sully, Francois|Francis Kelly

Sultan Khan, Mohammad|Khan Mohammad Abbas Khan

Summerlin, George Thomas|George Thomas

Susman, Louis B.|Louis

Suzuki, Zenkō|Zenkō Suzuki

Swartz, Carl|Carl Swartz

Swearingen, John|John St. John

Sweeney, Joseph M.|John Mcsweeney

Swindells, Charles J.|Charles

Sylvester, John, Jr.|John St. John

Symington, James Wadsworth|James Wadsworth

Symington, John Fife, Jr.|Fife Symington

Syms, Steven D.|Steve Symms

Szwalbe, Stanislaw|Stanisław Szwed

Taber, John|John St. John

Tabor, Hans R.|Hans

Taft, Charles P.|Charles

Taft, Robert A., Jr.|Robert Taft Jr.

Taft, Robert A., Sr.|Robert Taft Jr.

Takeshita, Noboru|Noboru Takeshita

Talabani, Jalal|Jalal Ud Din Jalal Baba

Talbot, Milo John Reginald|Reginald Talbot

Talboys, Brian|Brian Talboys

Talhouni, Bahjat|Bahjat Talhouni

Talmadge, Herman E.|Herman Talmadge

Tambroni, Fernando|Fernando Tambroni

Tambs, Lewis Arthur|Arthur Lewis

Tambs, Lewis Arthur|Arthur Lewis

Tandja, Mamadou|Mamadou Tandja

Tanguy, Charles R.|Charles

Tan Siew Sin|Tan Siew Sin

Tasca, Henry Joseph|Joseph Henry

Taussig, Charles W.|Charles

Taviani, Paolo Emilio|Paolo Emilio Taviani

Taylor, Charles Henry James|Charles Henry

Taylor, Charles Henry James|Charles James

Taylor, Charles Henry James|Charles

Taylor, Charles Henry James|James Taylor

Taylor, Charles Henry James|James Taylor

Taylor, David P.|David Taylor

Taylor, Francis Xavier|Francis Taylor

Taylor, George, Jr.|George L. Taylor

Taylor, George, Jr.|George Taylor

Taylor, George, Jr.|George Taylor

Taylor, George, Jr.|George Taylor Macnutt

Taylor, George, Jr.|George W. Taylor

Taylor, John Jackson|John Taylor

Taylor, John Jackson|John Taylor

Taylor, John Jackson|John Taylor

Taylor, Myron Charles|Charles

Taylor, Robert K.|Robert Taylor

Taylor, Teddy Bernard|Teddy Taylor

Taylor, Thomas E.|Thomas Taylor

Taylor, Thomas E.|Thomas Taylor

Taylor, Thomas E.|Thomas Taylor

Taylor, William B., Jr.|William Taylor

Taylor, William H.|William Taylor

Taylor, Zachary|Zachary Taylor

Telles, Raymond L., Jr.|Raymond Raymond

Temple, Henry John|Henry John Temple

Terrenoire, Louis|Louis

Terry, William M.|William Terry

Thacher, Nicholas Gilman|Nicholas Gilman

Thanom Kittikachorn|Thanom Kittikachorn

Thant, U|U Thaung

Thayer, Charles Wheeler|Charles Wheeler

Thayer, Charles Wheeler|Charles

Theakstone, Louis Marguarde|Louis

Thomas, Allen|Thomas Allen

Thomas, Charles H., II|Charles

Thomas, Charles S.|Charles

Thomas, Francis|Thomas Francis Doyle

Thomas, Francis|Thomas Francis Smith

Thomas, John Addison|John Thomas

Thomas, John Morgan|John Morgan

Thomas, John Morgan|John Thomas

Thompson, Charles O.|Charles

Thompson, Charles Rolfe|Charles

Thompson, David John Howard|John Thompson

Thompson, John E. W.|John Thompson

Thompson, Robert G. K.|Robert Thompson

Thompson, Robert J.|Robert Thompson

Thompson, Thomas Larkin|Thomas Thompson

Thompson, Waddy, Jr.|Waddy Thompson

Thompson, Waddy, Jr.|Wayne Thomson

Thompson, Warren E.|Wayne Thomson

Thomson, George M.|George Thomson

Thomson, John A.|John Thomson

Thomson, John A.|John Thomson

Thorneycroft, George Edward Peter|Peter Thorneycroft

Thurston, Raymond LeRoy|Raymond Raymond

Tillinghast, Charles|Charles Tillinghast James

Tillinghast, Charles|Charles

Timmes, Charles J.|Charles

Tinoco, Pedro Rafael, Jr.|Pedro Tinoco

Tinsulanonda, Prem|Prem Tinsulanonda

Tod, David|David Tod

Todd, Charles Stewart|Charles Stewart

Todd, Charles Stewart|Charles Stewart

Todd, Charles Stewart|Charles Stewart

Todd, Charles Stewart|Charles

Todd, William Edward|William Todd

Todorov, Stanko|Stanko Todorov

Tofilau, Eti Alesana|Tofilau Eti Alesana

Tofte, Hans V.|Hans

Tomlinson, George|George Tomlinson

Torp, Oscar|Oscar Torp

Torres, Esteban Edward|Esteban Edward Torres

Torres Bodet, Jaime|Jaime Torres Bodet

Torres González, Juan José|Juan José Torres

Torrijos, Martin|Martin

Torrijos Herrera, Omar|Omar Torrijos

Toufanian, Hassan|Hassan Abdallah Hassan

Toukan, Ahmad|Ahmad Toukan

Toumbas, John|John St. John

Touré, Ahmed Sékou|Ahmed Sékou Touré

Townsend, John W., Jr.|John Townsend

Townsend, John W., Jr.|John Townsend

Trajkovski, Boris|Boris Trajkovski

Tran Lu-Y|Tan Lun

Tran Van Chuong|Van Tran

Tran Van Do|Van Tran

Tran Van Don|Van Tran

Tran Van Huong|Van Tran

Tran Van Huu|Van Tran

Tran Van Kha|Van Tran

Tran Van Lam|Van Tran

Tran Van Minh (“Little Minh”)|Van Tran

Tran Van Ngon|Van Tran

Tran Van Soai|Van Tran

Tran Van Tho|Van Tran

Tran Van Tuyen|Van Tran

Tran Van Van|Van Tran

Treat, John|John St. John

Treat, John|Jon Tørset

Tree, Lambert|Lambert Tree

Trejos Fernández, José Joaquín|José Joaquín Trejos Fernández

Trescot, William Henry|William Henry

Trevithick, John|John St. John

Triboulet, Raymond|Raymond Raymond

Triboulet, Raymond|Raymond Triboulet

Troutbeck, John Munro|John Munro

Troutbeck, John Munro|John Munro

Troutbeck, John Munro|John Munro

Truman, Louis W.|Louis

Tuch, Hans N.|Hans

Tuckerman, Charles Keating|Charles

Tuhami (Tuhamy), Hassan|Hassan Abdallah Hassan

Tully, Grace|Grace Tully

Tunney, John|John St. John

Tunney, John|John V. Tunney

Turner, James Milton|James Turner

Turner, John F.|Johan Furstner

Twining, Charles H., Jr.|Charles

Tydings, Joseph D.|Joseph Tydings

Tyler, John|John St. John

Tyler, John|John Tyler Hammons

Tyler, John|John Tyler Sr.

Ulbricht, Walter|Walter Ulbricht

Ullsten, Ola|Ola Ullsten

Undén, Bo Östen|Östen Undén

Urbancic, Frank Charles, Jr.|Charles

Ürgüplü, Suat Hayri|Suat Hayri Ürgüplü

Ussery, Michael|Michel Guerry

Vaille, Charles.|Charles

Valencia, Guillermo León|Guillermo León Valencia

Valery, Francois|Francis Mallory

Valliere, Raymond A.|Raymond Raymond

Van Buren, Martin|Martin

Vance, Cyrus Roberts|Cyrus Vance Jr.

Van den Berg, Hendrik Johannes|Johannes Berg

Van Doren, Charles|Charles

van Houten, Hans R.|Hans

Vanik, Charles A.|Charles

Van Lynden, Rijnhard|Theo Van Lynden Van Sandenburg

Vann, John Paul|John Paul Sr.

Van Valkenburgh, Robert Bruce|Robert Bruce

van Voorst, Carol|Jan Joseph Godfried Van Voorst Tot Voorst

Vargas, Getúlio Dornelles|Getúlio Vargas

Vargas, Virgilio Barco|Virgilio Barco Vargas

Velasco Ibarra, José María|José María Velasco Ibarra

Vernon, Raymond|Raymond Raymond

Verwoerd, Hendrik F.|Hendrik Verwoerd

Viereck, George Sylvester|George Sylvester

Vincent, John Carter|John Carter

Vincent, John Carter|John Carter

Vincent, John Carter|John Carter

Vincent, John Carter|Vincent

Vincent, Sténio|Vincent

Virolainen, Johannes|Johannes Virolainen

von Bülow, Bernhard Heinrich Karl Martin|Bernhard Von Bülow

von Bülow, Bernhard Heinrich Karl Martin|Martin

Vopicka, Charles Joseph|Charles

Voulgaris, Petros|Petros Voulgaris

Vranitzky, Franz|Franz Vranitzky

Vroom, Peter Dumont|Peter Dumont Vroom

Wadsworth, George E., II|George Wadsworth

Wadsworth, James Jeremiah|James Wadsworth

Wahab, Abdul|Abdul Azeez Abdul Rahim

Wahab, Abdul|Abdul Aziz Abdul Kadir

Wahab, Abdul|Abdul Halim Abdul Rahman

Walker, Charls E.|Charles S. Baker

Walker, David|David S. Walker

Walker, Richard Louis|Louis

Walker, Richard Louis|Richard Walker

Walker, Robert James|James Walker

Walker, Robert James|James Walker

Walker, William|William Walker

Walker, William Graham|William Graham

Walker, William Graham|William Walker

Wallace, George C., Jr.|George Wallace Jr.

Wallace, George C., Jr.|George Wallace

Wallace, Hugh Campbell|Hugh Wallace

Wallenberg, Knut Agathon|Knut Agathon Wallenberg

Walsh, John|John St. John

Walsh, John|John Walsh

Walsh, John|John Walsh

